shipment_id,order_datetime,order_weekday,order_hour,dispatch_datetime,dispatch_weekday,dispatch_hour,order_before_cutoff,warehouse_id,warehouse_city,warehouse_daily_load_index,destination_postcode,destination_city,destination_region,destination_area_type,special_island_delivery,distance_km,carrier,package_weight_kg,package_volume_liters,is_bulky,is_fragile,is_weekend_related,is_peak_season,is_delayed
SHP0023754,2025-01-15 20:37:21,Wednesday,20,2025-01-16 18:52:00,Thursday,18,0,ODE,Odense,1.37,8653,Them,Midtjylland,rural,0,127.1,Carrier_A,4.53,76.9,0,0,0,0,0
SHP0023758,2025-05-12 16:10:01,Monday,16,2025-05-13 18:49:00,Tuesday,18,0,ODE,Odense,0.84,2450,København SV,Hovedstaden,urban,0,176.1,Carrier_C,4.99,101.7,1,0,0,0,0
SHP0023759,2025-05-29 14:31:07,Thursday,14,2025-05-30 17:49:00,Friday,17,0,HTA,Høje Taastrup,1.14,2400,København NV,Hovedstaden,urban,0,15.3,Carrier_A,7.89,168.1,1,1,1,0,1
SHP0023766,2025-12-03 12:34:50,Wednesday,12,2025-12-03 18:19:00,Wednesday,18,1,HTA,Høje Taastrup,1.37,4500,Nykøbing Sj,Sjælland,suburban,0,73.3,Carrier_C,1.15,6.5,0,0,0,1,1
SHP0023768,2025-11-25 10:06:23,Tuesday,10,2025-11-25 19:50:00,Tuesday,19,1,ODE,Odense,1.14,5900,Rudkøbing,Syddanmark,suburban,0,84.6,Carrier_A,1.36,21.3,0,0,0,1,1
SHP0023770,2025-05-05 13:09:18,Monday,13,2025-05-05 18:53:00,Monday,18,1,AAR,Aarhus,1.24,7400,Herning,Midtjylland,urban,0,102.9,Carrier_B,1.92,34.4,0,0,0,0,0
SHP0023771,2025-05-23 10:07:04,Friday,10,2025-05-23 19:07:00,Friday,19,1,AAL,Aalborg,0.92,9000,Aalborg,Nordjylland,urban,0,3.0,Carrier_B,4.72,41.5,0,0,1,0,1
SHP0023786,2025-12-05 13:30:17,Friday,13,2025-12-05 19:58:00,Friday,19,1,HTA,Høje Taastrup,1.3,4000,Roskilde,Sjælland,urban,0,15.8,Carrier_A,4.36,29.7,0,0,1,1,0
SHP0023787,2025-11-26 15:55:43,Wednesday,15,2025-11-27 18:41:00,Thursday,18,0,HTA,Høje Taastrup,1.38,4800,Nykøbing F,Sjælland,urban,0,135.2,Carrier_A,12.14,104.0,1,1,0,1,0
SHP0023788,2025-03-29 15:37:52,Saturday,15,2025-03-31 19:35:00,Monday,19,0,ODE,Odense,1.03,6870,Ølgod,Syddanmark,rural,0,166.5,Carrier_B,1.01,7.1,0,0,1,0,0
SHP0023790,2025-07-14 22:08:13,Monday,22,2025-07-15 18:21:00,Tuesday,18,0,ODE,Odense,1.05,7100,Vejle,Syddanmark,urban,0,90.5,Carrier_B,3.86,56.6,0,0,0,0,0
SHP0023792,2025-03-25 09:01:08,Tuesday,9,2025-03-25 20:53:00,Tuesday,20,1,ODE,Odense,1.03,2800,Kongens Lyngby,Hovedstaden,urban,0,181.9,Carrier_A,6.65,16.8,0,0,0,0,0
SHP0023793,2025-05-01 12:32:37,Thursday,12,2025-05-01 20:07:00,Thursday,20,1,AAL,Aalborg,0.94,7600,Struer,Midtjylland,suburban,0,134.3,Carrier_B,0.77,5.2,0,0,0,0,0
SHP0023794,2025-01-06 08:47:25,Monday,8,2025-01-06 17:43:00,Monday,17,1,HTA,Høje Taastrup,1.15,3520,Farum,Hovedstaden,suburban,0,29.3,Carrier_C,2.14,16.2,0,0,0,0,0
SHP0023799,2025-04-18 20:03:41,Friday,20,2025-04-21 18:44:00,Monday,18,0,ODE,Odense,1.03,5800,Nyborg,Syddanmark,urban,0,43.4,Carrier_C,1.05,13.3,0,0,1,0,1
SHP0023803,2025-06-13 17:28:38,Friday,17,2025-06-16 17:26:00,Monday,17,0,AAL,Aalborg,1.02,9440,Aabybro,Nordjylland,suburban,0,30.0,Carrier_B,0.54,7.1,0,1,1,0,0
SHP0023805,2025-10-27 10:35:53,Monday,10,2025-10-27 17:00:00,Monday,17,1,AAL,Aalborg,1.02,9440,Aabybro,Nordjylland,suburban,0,29.9,Carrier_C,1.96,22.5,0,0,0,0,0
SHP0023808,2025-05-15 07:15:08,Thursday,7,2025-05-15 16:58:00,Thursday,16,1,ODE,Odense,0.89,9700,Brønderslev,Nordjylland,urban,0,242.0,Carrier_B,17.98,103.7,1,0,0,0,0
SHP0023811,2025-11-05 18:32:02,Wednesday,18,2025-11-06 17:17:00,Thursday,17,0,HTA,Høje Taastrup,1.11,4800,Nykøbing F,Sjælland,urban,0,134.0,Carrier_C,2.31,78.5,0,0,0,0,0
SHP0023814,2025-05-01 11:06:13,Thursday,11,2025-05-01 18:12:00,Thursday,18,1,HTA,Høje Taastrup,1.03,2770,Kastrup,Hovedstaden,suburban,0,28.2,Carrier_B,1.82,18.0,0,0,0,0,0
SHP0023818,2025-05-21 16:53:05,Wednesday,16,2025-05-22 16:29:00,Thursday,16,0,ODE,Odense,1.03,5500,Middelfart,Syddanmark,urban,0,70.7,Carrier_B,0.87,9.0,0,0,0,0,0
SHP0023822,2025-08-19 11:31:32,Tuesday,11,2025-08-19 18:29:00,Tuesday,18,1,AAL,Aalborg,0.87,6760,Ribe,Syddanmark,suburban,0,282.6,Carrier_B,1.85,12.0,0,0,0,0,0
SHP0023824,2025-10-02 10:20:37,Thursday,10,2025-10-02 17:40:00,Thursday,17,1,AAL,Aalborg,0.85,2650,Hvidovre,Hovedstaden,suburban,0,294.3,Carrier_A,3.87,19.8,0,0,0,0,1
SHP0023829,2025-08-13 11:04:21,Wednesday,11,2025-08-13 17:02:00,Wednesday,17,1,HTA,Høje Taastrup,0.92,2630,Taastrup,Hovedstaden,suburban,0,11.1,Carrier_C,5.73,41.2,0,0,0,0,0
SHP0023833,2025-09-28 11:40:05,Sunday,11,2025-09-29 18:14:00,Monday,18,0,AAR,Aarhus,1.03,9000,Aalborg,Nordjylland,urban,0,140.5,Carrier_A,4.38,15.2,0,0,1,0,0
SHP0023837,2025-09-29 12:48:21,Monday,12,2025-09-29 17:51:00,Monday,17,1,AAL,Aalborg,0.86,6270,Tønder,Syddanmark,suburban,0,311.3,Carrier_B,1.06,8.1,0,0,0,0,0
SHP0023839,2025-09-25 09:59:49,Thursday,9,2025-09-25 19:54:00,Thursday,19,1,AAR,Aarhus,0.97,8920,Randers NV,Midtjylland,suburban,0,52.5,Carrier_A,2.63,15.0,0,0,0,0,0
SHP0023840,2025-08-24 14:48:15,Sunday,14,2025-08-25 17:14:00,Monday,17,0,ODE,Odense,1.0,7700,Thisted,Nordjylland,urban,0,261.9,Carrier_A,0.81,12.9,0,0,1,0,0
SHP0023842,2025-08-13 13:35:43,Wednesday,13,2025-08-13 17:10:00,Wednesday,17,1,AAR,Aarhus,1.08,7330,Brande,Midtjylland,suburban,0,94.2,Carrier_C,3.13,6.5,0,0,0,0,0
SHP0023847,2025-11-13 21:58:49,Thursday,21,2025-11-14 17:43:00,Friday,17,0,HTA,Høje Taastrup,1.1,4100,Ringsted,Sjælland,urban,0,54.2,Carrier_A,1.68,13.6,0,1,1,0,1
SHP0023849,2025-11-03 09:39:36,Monday,9,2025-11-03 18:49:00,Monday,18,1,ODE,Odense,0.98,2000,Frederiksberg,Hovedstaden,urban,0,170.0,Carrier_C,1.41,10.1,0,0,0,0,0
SHP0023851,2025-10-10 20:19:05,Friday,20,2025-10-13 18:49:00,Monday,18,0,AAR,Aarhus,1.05,8930,Randers NØ,Midtjylland,suburban,0,46.4,Carrier_B,1.04,6.8,0,0,1,0,0
SHP0023855,2025-01-26 18:20:38,Sunday,18,2025-01-27 17:25:00,Monday,17,0,ODE,Odense,0.98,2970,Hørsholm,Hovedstaden,suburban,0,202.3,Carrier_B,5.46,118.4,1,1,1,0,1
SHP0023861,2025-04-15 11:54:49,Tuesday,11,2025-04-15 19:55:00,Tuesday,19,1,AAR,Aarhus,0.79,8700,Horsens,Midtjylland,urban,0,61.8,Carrier_B,0.96,24.9,0,0,0,0,0
SHP0023870,2025-03-06 09:11:21,Thursday,9,2025-03-06 19:50:00,Thursday,19,1,AAL,Aalborg,0.82,2605,Brøndby,Hovedstaden,suburban,0,289.3,Carrier_B,4.0,32.6,0,0,0,0,0
SHP0023872,2025-02-23 13:12:25,Sunday,13,2025-02-24 17:00:00,Monday,17,0,ODE,Odense,0.88,4700,Næstved,Sjælland,urban,0,121.5,Carrier_A,1.78,14.3,0,0,1,0,0
SHP0023874,2025-06-05 07:00:01,Thursday,7,2025-06-05 17:03:00,Thursday,17,1,HTA,Høje Taastrup,1.04,2450,København SV,Hovedstaden,urban,0,26.4,Carrier_B,9.97,116.3,1,0,0,0,1
SHP0023876,2025-12-16 18:54:29,Tuesday,18,2025-12-17 18:46:00,Wednesday,18,0,AAL,Aalborg,1.12,7700,Thisted,Nordjylland,urban,0,103.8,Carrier_C,3.88,52.8,0,1,0,1,0
SHP0023880,2025-12-18 08:18:14,Thursday,8,2025-12-18 19:50:00,Thursday,19,1,AAL,Aalborg,1.21,9700,Brønderslev,Nordjylland,urban,0,35.8,Carrier_B,1.26,13.4,0,0,0,1,0
SHP0023884,2025-06-04 16:57:32,Wednesday,16,2025-06-05 18:34:00,Thursday,18,0,ODE,Odense,0.95,2100,København Ø,Hovedstaden,urban,0,196.7,Carrier_A,3.71,15.2,0,0,0,0,0
SHP0023885,2025-03-16 17:13:56,Sunday,17,2025-03-17 18:47:00,Monday,18,0,HTA,Høje Taastrup,1.28,2680,Solrød Strand,Sjælland,suburban,0,13.3,Carrier_A,0.27,4.2,0,0,1,0,0
SHP0023887,2025-01-18 13:40:17,Saturday,13,2025-01-20 20:10:00,Monday,20,0,HTA,Høje Taastrup,0.93,4600,Køge,Sjælland,urban,0,31.6,Carrier_A,2.3,22.5,0,0,1,0,1
SHP0023888,2025-02-05 12:19:04,Wednesday,12,2025-02-05 18:48:00,Wednesday,18,1,ODE,Odense,0.95,7000,Fredericia,Syddanmark,urban,0,68.5,Carrier_C,0.8,4.5,0,1,0,0,0
SHP0023889,2025-03-11 17:26:06,Tuesday,17,2025-03-12 17:48:00,Wednesday,17,0,AAR,Aarhus,1.1,7000,Fredericia,Syddanmark,urban,0,91.7,Carrier_B,0.49,6.8,0,0,0,0,0
SHP0023895,2025-11-26 15:35:42,Wednesday,15,2025-11-27 20:22:00,Thursday,20,0,ODE,Odense,1.31,5270,Odense N,Syddanmark,suburban,0,7.1,Carrier_C,1.62,14.9,0,0,0,1,1
SHP0023896,2025-08-20 11:18:12,Wednesday,11,2025-08-20 18:32:00,Wednesday,18,1,AAL,Aalborg,0.95,9200,Aalborg SV,Nordjylland,urban,0,18.5,Carrier_C,4.61,25.7,0,0,0,0,0
SHP0023897,2025-06-02 16:17:50,Monday,16,2025-06-03 18:51:00,Tuesday,18,0,AAR,Aarhus,0.86,8210,Aarhus V,Midtjylland,urban,0,9.9,Carrier_C,0.66,6.5,0,0,0,0,0
SHP0023898,2025-11-16 19:26:04,Sunday,19,2025-11-17 18:12:00,Monday,18,0,HTA,Høje Taastrup,1.07,2970,Hørsholm,Hovedstaden,suburban,0,37.9,Carrier_A,0.68,10.6,0,0,1,0,0
SHP0023902,2025-06-26 11:59:22,Thursday,11,2025-06-26 16:32:00,Thursday,16,1,AAL,Aalborg,0.85,8700,Horsens,Midtjylland,urban,0,167.5,Carrier_B,1.92,34.3,0,0,0,0,0
SHP0023907,2025-08-16 13:30:24,Saturday,13,2025-08-18 19:22:00,Monday,19,0,ODE,Odense,1.13,7500,Holstebro,Midtjylland,urban,0,172.2,Carrier_B,1.92,16.5,0,0,1,0,0
SHP0023908,2025-03-10 19:37:29,Monday,19,2025-03-11 18:28:00,Tuesday,18,0,HTA,Høje Taastrup,1.11,2605,Brøndby,Hovedstaden,suburban,0,11.1,Carrier_A,0.73,4.4,0,0,0,0,0
SHP0023909,2025-07-12 10:56:43,Saturday,10,2025-07-14 17:41:00,Monday,17,0,AAR,Aarhus,1.24,8722,Hedensted,Midtjylland,suburban,0,80.9,Carrier_A,18.2,220.0,1,0,1,0,1
SHP0023914,2025-06-25 13:11:47,Wednesday,13,2025-06-25 17:39:00,Wednesday,17,1,HTA,Høje Taastrup,0.97,2100,København Ø,Hovedstaden,urban,0,25.3,Carrier_A,0.95,3.9,0,0,0,0,0
SHP0023931,2025-01-06 09:26:40,Monday,9,2025-01-06 19:37:00,Monday,19,1,AAL,Aalborg,1.0,9500,Hobro,Nordjylland,urban,0,71.4,Carrier_C,1.33,43.4,0,0,0,0,0
SHP0023932,2025-07-07 17:41:41,Monday,17,2025-07-08 18:02:00,Tuesday,18,0,HTA,Høje Taastrup,1.24,4300,Holbæk,Sjælland,urban,0,54.7,Carrier_B,10.9,139.6,1,0,0,0,1
SHP0023937,2025-04-25 11:24:59,Friday,11,2025-04-25 19:32:00,Friday,19,1,ODE,Odense,0.99,4900,Nakskov,Sjælland,suburban,0,101.4,Carrier_C,1.71,12.5,0,0,1,0,0
SHP0023943,2025-12-05 13:34:09,Friday,13,2025-12-05 18:01:00,Friday,18,1,HTA,Høje Taastrup,1.3,2610,Rødovre,Hovedstaden,suburban,0,16.4,Carrier_C,0.7,5.0,0,0,1,1,1
SHP0023948,2025-10-14 12:42:28,Tuesday,12,2025-10-14 18:03:00,Tuesday,18,1,ODE,Odense,0.93,6000,Kolding,Syddanmark,urban,0,84.9,Carrier_A,0.93,20.5,0,0,0,0,0
SHP0023950,2025-03-19 15:09:52,Wednesday,15,2025-03-20 16:56:00,Thursday,16,0,AAL,Aalborg,0.89,7800,Skive,Midtjylland,urban,0,105.3,Carrier_B,2.06,8.1,0,0,0,0,0
SHP0023960,2025-07-12 16:34:03,Saturday,16,2025-07-14 18:52:00,Monday,18,0,HTA,Høje Taastrup,1.16,4000,Roskilde,Sjælland,urban,0,22.4,Carrier_C,2.01,4.5,0,0,1,0,1
SHP0023964,2025-07-24 15:13:41,Thursday,15,2025-07-25 20:36:00,Friday,20,0,AAL,Aalborg,1.12,9600,Aars,Nordjylland,urban,0,69.4,Carrier_A,1.57,19.9,0,0,1,0,1
SHP0023967,2025-05-22 16:05:16,Thursday,16,2025-05-23 18:28:00,Friday,18,0,AAR,Aarhus,1.19,8000,Aarhus C,Midtjylland,urban,0,3.0,Carrier_B,2.0,18.7,0,0,1,0,1
SHP0023972,2025-10-23 14:58:08,Thursday,14,2025-10-24 17:03:00,Friday,17,0,HTA,Høje Taastrup,1.06,2300,København S,Hovedstaden,urban,0,35.3,Carrier_A,2.54,38.2,0,0,1,0,1
SHP0023974,2025-06-03 20:11:19,Tuesday,20,2025-06-04 18:41:00,Wednesday,18,0,HTA,Høje Taastrup,1.05,2450,København SV,Hovedstaden,urban,0,20.4,Carrier_C,6.06,33.0,0,0,0,0,0
SHP0023979,2025-06-04 20:24:28,Wednesday,20,2025-06-05 18:24:00,Thursday,18,0,ODE,Odense,0.95,2100,København Ø,Hovedstaden,urban,0,194.0,Carrier_A,0.29,2.0,0,0,0,0,0
SHP0023981,2025-07-13 10:48:54,Sunday,10,2025-07-14 19:44:00,Monday,19,0,HTA,Høje Taastrup,1.16,4600,Køge,Sjælland,urban,0,29.0,Carrier_C,1.31,10.1,0,0,1,0,0
SHP0023986,2025-10-04 07:48:39,Saturday,7,2025-10-06 19:55:00,Monday,19,0,HTA,Høje Taastrup,1.06,2700,Brønshøj,Hovedstaden,urban,0,19.5,Carrier_B,1.99,24.5,0,0,1,0,1
SHP0024001,2025-11-20 15:12:09,Thursday,15,2025-11-21 18:40:00,Friday,18,0,HTA,Høje Taastrup,1.36,2300,København S,Hovedstaden,urban,0,24.2,Carrier_A,1.63,10.4,0,0,1,1,1
SHP0024003,2025-08-15 20:08:14,Friday,20,2025-08-18 16:16:00,Monday,16,0,HTA,Høje Taastrup,1.16,2620,Albertslund,Hovedstaden,suburban,0,3.0,Carrier_A,2.99,9.1,0,0,1,0,0
SHP0024004,2025-06-20 13:12:10,Friday,13,2025-06-20 19:52:00,Friday,19,1,HTA,Høje Taastrup,1.1,2300,København S,Hovedstaden,urban,0,31.9,Carrier_B,2.99,33.1,0,0,1,0,1
SHP0024006,2025-08-20 19:27:17,Wednesday,19,2025-08-21 18:41:00,Thursday,18,0,ODE,Odense,0.96,8200,Aarhus N,Midtjylland,urban,0,121.6,Carrier_A,4.01,40.4,0,0,0,0,0
SHP0024013,2025-11-11 10:59:21,Tuesday,10,2025-11-11 18:10:00,Tuesday,18,1,ODE,Odense,1.03,5250,Odense SV,Syddanmark,suburban,0,8.5,Carrier_C,4.74,26.2,0,0,0,0,0
SHP0024014,2025-01-24 18:15:55,Friday,18,2025-01-27 19:51:00,Monday,19,0,HTA,Høje Taastrup,1.23,2750,Ballerup,Hovedstaden,suburban,0,14.4,Carrier_A,2.07,11.9,0,0,1,0,0
SHP0024030,2025-08-24 20:22:40,Sunday,20,2025-08-25 18:01:00,Monday,18,0,AAR,Aarhus,1.04,5200,Odense V,Syddanmark,urban,0,135.2,Carrier_C,1.07,12.5,0,0,1,0,0
SHP0024034,2025-07-09 09:31:41,Wednesday,9,2025-07-09 17:39:00,Wednesday,17,1,AAR,Aarhus,1.13,8500,Grenaa,Midtjylland,urban,0,77.1,Carrier_C,1.33,13.9,0,0,0,0,1
SHP0024039,2025-05-24 08:22:34,Saturday,8,2025-05-26 18:19:00,Monday,18,0,ODE,Odense,0.93,2630,Taastrup,Hovedstaden,suburban,0,167.9,Carrier_A,1.32,11.6,0,0,1,0,0
SHP0024043,2025-12-19 11:53:43,Friday,11,2025-12-19 19:05:00,Friday,19,1,AAR,Aarhus,1.44,7160,Tørring,Syddanmark,rural,0,94.2,Carrier_A,2.39,28.7,0,0,1,1,0
SHP0024044,2025-02-17 10:31:53,Monday,10,2025-02-17 17:04:00,Monday,17,1,AAR,Aarhus,1.07,8000,Aarhus C,Midtjylland,urban,0,3.0,Carrier_A,1.01,10.8,0,0,0,0,0
SHP0024045,2025-11-05 19:05:31,Wednesday,19,2025-11-06 19:58:00,Thursday,19,0,HTA,Høje Taastrup,1.11,4800,Nykøbing F,Sjælland,urban,0,144.2,Carrier_A,5.42,78.1,0,0,0,0,0
SHP0024048,2025-02-17 11:42:40,Monday,11,2025-02-17 18:05:00,Monday,18,1,HTA,Høje Taastrup,0.86,2605,Brøndby,Hovedstaden,suburban,0,3.0,Carrier_A,2.01,13.3,0,1,0,0,0
SHP0024051,2025-11-14 12:12:56,Friday,12,2025-11-14 19:56:00,Friday,19,1,AAR,Aarhus,1.17,8500,Grenaa,Midtjylland,urban,0,80.9,Carrier_C,1.28,19.9,0,0,1,0,1
SHP0024052,2025-08-18 10:42:56,Monday,10,2025-08-18 17:00:00,Monday,17,1,AAR,Aarhus,1.13,8000,Aarhus C,Midtjylland,urban,0,17.2,Carrier_C,0.9,11.3,0,0,0,0,0
SHP0024059,2025-02-24 17:33:53,Monday,17,2025-02-25 18:33:00,Tuesday,18,0,HTA,Høje Taastrup,1.01,2400,København NV,Hovedstaden,urban,0,29.4,Carrier_A,6.04,32.2,0,0,0,0,1
SHP0024060,2025-03-07 11:40:51,Friday,11,2025-03-07 18:03:00,Friday,18,1,AAR,Aarhus,1.02,8600,Silkeborg,Midtjylland,urban,0,48.6,Carrier_B,1.43,5.4,0,0,1,0,0
SHP0024065,2025-10-02 09:54:19,Thursday,9,2025-10-02 17:56:00,Thursday,17,1,ODE,Odense,0.98,4100,Ringsted,Sjælland,urban,0,124.5,Carrier_B,4.24,48.0,0,0,0,0,0
SHP0024068,2025-06-22 14:21:54,Sunday,14,2025-06-23 16:26:00,Monday,16,0,HTA,Høje Taastrup,1.05,4300,Holbæk,Sjælland,urban,0,57.5,Carrier_A,3.0,38.0,0,0,1,0,0
SHP0024070,2025-11-18 14:17:57,Tuesday,14,2025-11-19 20:00:00,Wednesday,20,0,HTA,Høje Taastrup,0.87,2900,Hellerup,Hovedstaden,urban,0,32.1,Carrier_C,0.72,1.7,0,0,0,0,0
SHP0024076,2025-04-08 10:57:47,Tuesday,10,2025-04-08 16:45:00,Tuesday,16,1,HTA,Høje Taastrup,1.05,2300,København S,Hovedstaden,urban,0,40.5,Carrier_A,10.16,94.1,0,0,0,0,0
SHP0024082,2025-12-05 20:24:52,Friday,20,2025-12-08 17:47:00,Monday,17,0,ODE,Odense,1.21,5700,Svendborg,Syddanmark,urban,0,39.0,Carrier_B,3.33,79.2,0,0,1,1,0
SHP0024085,2025-09-02 19:13:54,Tuesday,19,2025-09-03 17:12:00,Wednesday,17,0,ODE,Odense,0.84,6240,Løgumkloster,Syddanmark,rural,0,124.5,Carrier_B,0.87,11.4,0,0,0,0,0
SHP0024092,2025-06-10 16:18:25,Tuesday,16,2025-06-11 16:14:00,Wednesday,16,0,ODE,Odense,1.07,8660,Skanderborg,Midtjylland,urban,0,100.8,Carrier_A,2.17,20.4,0,0,0,0,0
SHP0024095,2025-04-16 14:08:53,Wednesday,14,2025-04-17 17:23:00,Thursday,17,0,HTA,Høje Taastrup,1.18,2200,København N,Hovedstaden,urban,0,21.4,Carrier_A,1.09,8.3,0,0,0,0,0
SHP0024101,2025-05-03 11:09:46,Saturday,11,2025-05-05 20:08:00,Monday,20,0,AAL,Aalborg,1.25,9000,Aalborg,Nordjylland,urban,0,3.0,Carrier_B,2.61,24.1,0,0,1,0,1
SHP0024105,2025-10-21 18:16:40,Tuesday,18,2025-10-22 20:07:00,Wednesday,20,0,ODE,Odense,0.98,5700,Svendborg,Syddanmark,urban,0,47.2,Carrier_A,4.16,24.2,0,0,0,0,0
SHP0024107,2025-10-08 18:36:46,Wednesday,18,2025-10-09 19:15:00,Thursday,19,0,HTA,Høje Taastrup,1.09,2450,København SV,Hovedstaden,urban,0,22.3,Carrier_A,15.31,220.0,1,1,0,0,1
SHP0024111,2025-11-10 09:18:25,Monday,9,2025-11-10 20:54:00,Monday,20,1,AAR,Aarhus,0.99,6650,Brørup,Syddanmark,rural,0,138.6,Carrier_A,0.79,8.6,0,0,0,0,0
SHP0024115,2025-09-27 14:52:40,Saturday,14,2025-09-29 18:17:00,Monday,18,0,ODE,Odense,1.11,8722,Hedensted,Midtjylland,suburban,0,87.6,Carrier_B,1.39,39.2,0,0,1,0,1
SHP0024122,2025-04-01 10:57:33,Tuesday,10,2025-04-01 17:54:00,Tuesday,17,1,AAR,Aarhus,0.92,8270,Højbjerg,Midtjylland,suburban,0,17.7,Carrier_B,0.39,5.1,0,0,0,0,0
SHP0024127,2025-01-06 09:33:37,Monday,9,2025-01-06 17:25:00,Monday,17,1,ODE,Odense,0.95,3600,Frederikssund,Hovedstaden,urban,0,162.4,Carrier_A,0.62,9.2,0,0,0,0,0
SHP0024128,2025-03-09 18:56:10,Sunday,18,2025-03-10 19:57:00,Monday,19,0,AAR,Aarhus,1.06,8660,Skanderborg,Midtjylland,urban,0,40.9,Carrier_A,1.22,11.9,0,0,1,0,0
SHP0024129,2025-11-21 13:55:55,Friday,13,2025-11-21 18:18:00,Friday,18,1,ODE,Odense,1.34,7100,Vejle,Syddanmark,urban,0,70.7,Carrier_B,2.34,95.4,0,0,1,1,1
SHP0024131,2025-06-21 09:24:25,Saturday,9,2025-06-23 17:59:00,Monday,17,0,AAR,Aarhus,0.98,2100,København Ø,Hovedstaden,urban,0,202.3,Carrier_C,0.86,5.3,0,0,1,0,0
SHP0024134,2025-10-18 16:01:11,Saturday,16,2025-10-20 18:51:00,Monday,18,0,ODE,Odense,1.28,5200,Odense V,Syddanmark,urban,0,8.9,Carrier_C,0.53,5.8,0,0,1,0,1
SHP0024136,2025-07-02 16:44:02,Wednesday,16,2025-07-03 17:56:00,Thursday,17,0,HTA,Høje Taastrup,0.98,2860,Søborg,Hovedstaden,urban,0,25.0,Carrier_A,1.55,6.3,0,0,0,0,0
SHP0024140,2025-12-15 20:22:19,Monday,20,2025-12-16 18:26:00,Tuesday,18,0,HTA,Høje Taastrup,1.21,2680,Solrød Strand,Sjælland,suburban,0,27.4,Carrier_A,1.74,9.7,0,0,0,1,1
SHP0024142,2025-12-03 15:31:40,Wednesday,15,2025-12-04 18:50:00,Thursday,18,0,ODE,Odense,1.18,2610,Rødovre,Hovedstaden,suburban,0,162.5,Carrier_A,2.35,52.2,0,0,0,1,0
SHP0024144,2025-12-15 12:26:41,Monday,12,2025-12-15 20:34:00,Monday,20,1,HTA,Høje Taastrup,1.35,2400,København NV,Hovedstaden,urban,0,34.8,Carrier_B,2.67,12.3,0,0,0,1,1
SHP0024148,2025-06-07 16:44:08,Saturday,16,2025-06-09 18:37:00,Monday,18,0,ODE,Odense,1.04,8600,Silkeborg,Midtjylland,urban,0,140.5,Carrier_B,1.73,5.4,0,0,1,0,0
SHP0024158,2025-10-02 14:15:28,Thursday,14,2025-10-03 16:42:00,Friday,16,0,ODE,Odense,1.08,5230,Odense M,Syddanmark,urban,0,10.3,Carrier_C,1.96,24.6,0,0,1,0,1
SHP0024165,2025-02-20 14:58:25,Thursday,14,2025-02-21 18:44:00,Friday,18,0,AAL,Aalborg,1.06,4800,Nykøbing F,Sjælland,urban,0,388.9,Carrier_C,0.53,3.8,0,0,1,0,0
SHP0024166,2025-11-01 16:25:40,Saturday,16,2025-11-03 20:29:00,Monday,20,0,ODE,Odense,0.98,4200,Slagelse,Sjælland,urban,0,82.1,Carrier_C,3.46,35.9,0,0,1,0,1
SHP0024170,2025-11-19 18:13:37,Wednesday,18,2025-11-20 16:35:00,Thursday,16,0,ODE,Odense,1.3,4930,Maribo,Sjælland,suburban,0,150.0,Carrier_C,2.18,11.7,0,0,0,0,0
SHP0024171,2025-12-01 11:07:27,Monday,11,2025-12-01 16:32:00,Monday,16,1,HTA,Høje Taastrup,1.49,3700,Rønne,Hovedstaden,urban,1,281.7,Carrier_A,1.65,5.7,0,0,0,1,1
SHP0024173,2025-09-24 20:41:56,Wednesday,20,2025-09-25 18:52:00,Thursday,18,0,AAR,Aarhus,0.97,5300,Kerteminde,Syddanmark,suburban,0,115.1,Carrier_C,1.34,52.7,0,0,0,0,0
SHP0024174,2025-11-06 15:41:40,Thursday,15,2025-11-07 19:03:00,Friday,19,0,HTA,Høje Taastrup,1.07,7400,Herning,Midtjylland,urban,0,273.0,Carrier_B,2.25,9.3,0,0,1,0,0
SHP0024175,2025-05-02 14:48:33,Friday,14,2025-05-05 18:12:00,Monday,18,0,AAR,Aarhus,1.24,8000,Aarhus C,Midtjylland,urban,0,14.4,Carrier_A,1.34,14.8,0,0,1,0,0
SHP0024182,2025-04-04 17:04:03,Friday,17,2025-04-07 17:04:00,Monday,17,0,HTA,Høje Taastrup,1.21,2200,København N,Hovedstaden,urban,0,28.1,Carrier_B,4.63,17.1,0,0,1,0,1
SHP0024183,2025-11-11 10:42:29,Tuesday,10,2025-11-11 16:05:00,Tuesday,16,1,HTA,Høje Taastrup,0.96,2860,Søborg,Hovedstaden,urban,0,21.0,Carrier_C,1.2,7.7,0,0,0,0,0
SHP0024184,2025-04-05 16:29:19,Saturday,16,2025-04-07 16:43:00,Monday,16,0,HTA,Høje Taastrup,1.21,4100,Ringsted,Sjælland,urban,0,55.8,Carrier_A,1.38,15.3,0,0,1,0,0
SHP0024185,2025-11-27 20:20:56,Thursday,20,2025-11-28 19:06:00,Friday,19,0,HTA,Høje Taastrup,1.26,2791,Dragør,Hovedstaden,suburban,0,35.1,Carrier_C,5.99,39.6,0,0,1,1,1
SHP0024190,2025-08-23 11:38:40,Saturday,11,2025-08-25 18:49:00,Monday,18,0,ODE,Odense,1.0,2000,Frederiksberg,Hovedstaden,urban,0,193.7,Carrier_A,1.99,22.2,0,0,1,0,0
